# ghfkdsjgbfkadrjehbgfadrg
12 | 118 | 26 | 96.71
12 | 119 | 28 | 70.67
12 | 120 | 26 | 82.16
12 | 121 | 27 | 62.82
12 | 122 | 18 | 62.36
12 | 123 | 16 | 97.97
12 | 124 | 23 | 97.96
12 | 125 | 23 | 67.61
12 | 126 | 28 | 63.22
12 | 127 | 26 | 87.76
12 | 128 | 28 | 61.35
12 | 129 | 24 | 93.74
12 | 130 | 18 | 77.76
12 | 131 | 18 | 94.63
12 | 132 | 17 | 63.87
12 | 133 | 25 | 83.96
12 | 134 | 24 | 85.68
12 | 135 | 27 | 92.44
12 | 136 | 16 | 79.56
12 | 137 | 23 | 71.92
12 | 138 | 22 | 96.58
12 | 139 | 30 | 82.69
12 | 140 | 19 | 68.39
12 | 141 | 26 | 70.13
12 | 142 | 18 | 63.33
12 | 143 | 23 | 83.73
12 | 144 | 21 | 88.74
12 | 145 | 23 | 79.29
12 | 146 | 26 | 72.15
12 | 147 | 29 | 72.07
12 | 148 | 27 | 74.31
12 | 149 | 20 | 98.61
12 | 150 | 29 | 74.21
12 | 151 | 31 | 72.59
12 | 152 | 24 | 81.37
12 | 153 | 18 | 65.44
12 | 154 | 29 | 62.91
12 | 155 | 30 | 96.68
12 | 156 | 25 | 70.21
12 | 157 | 28 | 97.84
12 | 158 | 21 | 86.45
12 | 159 | 30 | 65.57
12 | 160 | 18 | 87.85
12 | 161 | 18 | 95.17
12 | 162 | 29 | 97.05
12 | 163 | 29 | 70.78
12 | 164 | 28 | 69.22
12 | 165 | 19 | 69.4
12 | 166 | 17 | 96.35
12 | 167 | 26 | 74.36
12 | 168 | 21 | 89.95
12 | 169 | 27 | 93.94
12 | 170 | 27 | 60.45
12 | 171 | 22 | 78.57
12 | 172 | 22 | 66.6
12 | 173 | 26 | 66.74
12 | 174 | 16 | 78.95
12 | 175 | 27 | 98.38
12 | 176 | 23 | 88.35
12 | 177 | 31 | 71.06
12 | 178 | 31 | 98.78
12 | 179 | 24 | 68.99
12 | 180 | 28 | 99.49
12 | 181 | 26 | 60.02
12 | 182 | 19 | 66.83
12 | 183 | 30 | 77.37
12 | 184 | 30 | 92.86
12 | 185 | 30 | 89.77
12 | 186 | 26 | 74.51
12 | 187 | 20 | 97.84
12 | 188 | 30 | 82.02
12 | 189 | 26 | 61.52
12 | 190 | 23 | 82.99
12 | 191 | 27 | 61.01
12 | 192 | 31 | 93.33
12 | 193 | 28 | 64.07
12 | 194 | 28 | 69.58
12 | 195 | 28 | 69.17
12 | 196 | 19 | 99.21
12 | 197 | 27 | 96.13
12 | 198 | 29 | 63.61
12 | 199 | 16 | 92.61
12 | 200 | 21 | 79.8
12 | 201 | 19 | 71.64
12 | 202 | 29 | 94.66
12 | 203 | 26 | 98.05
12 | 204 | 20 | 92.81
12 | 205 | 19 | 91.62
12 | 206 | 20 | 76.33
12 | 207 | 23 | 73.93
12 | 208 | 17 | 69.85
12 | 209 | 30 | 82.42
12 | 210 | 17 | 95.48
12 | 211 | 17 | 66.67
12 | 212 | 16 | 82.38
12 | 213 | 23 | 92.96
12 | 214 | 29 | 70.01
12 | 215 | 19 | 88.09
12 | 216 | 30 | 71.76
12 | 217 | 26 | 92.45
12 | 218 | 28 | 77.39
12 | 219 | 24 | 75.88
12 | 220 | 26 | 74.97
12 | 221 | 19 | 95.48
12 | 222 | 18 | 81.68
12 | 223 | 28 | 67.75
12 | 224 | 20 | 81.52
12 | 225 | 29 | 62.41
12 | 226 | 26 | 98.62
12 | 227 | 18 | 64.14
12 | 228 | 31 | 66.6
12 | 229 | 18 | 81.22
12 | 230 | 31 | 76.33
12 | 231 | 25 | 65.34
12 | 232 | 29 | 62.07
12 | 233 | 29 | 70.41
12 | 234 | 31 | 93.2
12 | 235 | 24 | 75.92
12 | 236 | 16 | 68.84
12 | 237 | 29 | 93.09
12 | 238 | 19 | 85.61
12 | 239 | 24 | 72.65
12 | 240 | 28 | 63.1
12 | 241 | 25 | 98.66
12 | 242 | 29 | 94.21
12 | 243 | 29 | 71.68
12 | 244 | 18 | 63.81
12 | 245 | 29 | 71.32
12 | 246 | 25 | 80.96
12 | 247 | 23 | 66.64
12 | 248 | 28 | 89.55
12 | 249 | 23 | 83.39
13 | 0 | 1122 | 78.27
13 | 1 | 1083 | 61.25
13 | 2 | 605 | 80.85
13 | 3 | 934 | 66.83
13 | 4 | 1142 | 67
13 | 5 | 1124 | 88.5
13 | 6 | 675 | 97.2
13 | 7 | 685 | 67.68
13 | 8 | 793 | 61.91
13 | 9 | 1141 | 72.88
13 | 10 | 1119 | 78.11
13 | 11 | 801 | 95.85
13 | 12 | 1073 | 91.14
13 | 13 | 888 | 93.12
13 | 14 | 1125 | 63.66
13 | 15 | 620 | 66.65
13 | 16 | 1062 | 90.68
13 | 17 | 922 | 79.81
13 | 18 | 920 | 82.39
13 | 19 | 607 | 70.6
13 | 20 | 1078 | 74.93
13 | 21 | 871 | 75.81
13 | 22 | 1138 | 92.89
13 | 23 | 1098 | 64.63
13 | 24 | 1125 | 91.81
13 | 25 | 1132 | 96.52
13 | 26 | 811 | 90.52
13 | 27 | 709 | 90.29
13 | 28 | 1047 | 63.14
13 | 29 | 895 | 73.53
13 | 30 | 809 | 81.7
13 | 31 | 688 | 93.73
13 | 32 | 1056 | 91.1
13 | 33 | 861 | 66.55
13 | 34 | 977 | 85.54
13 | 35 | 918 | 67.19
13 | 36 | 804 | 96.23
13 | 37 | 1174 | 87.42
13 | 38 | 736 | 86.44
13 | 39 | 913 | 73.45
13 | 40 | 609 | 64.94
13 | 41 | 893 | 94.11
13 | 42 | 817 | 90.89
13 | 43 | 1191 | 72.11
13 | 44 | 755 | 82.02
13 | 45 | 1017 | 63.87
13 | 46 | 1185 | 98.06
13 | 47 | 1143 | 60.74
13 | 48 | 699 | 68.11
13 | 49 | 1197 | 61.33
13 | 50 | 1044 | 76.03
13 | 51 | 668 | 73.99
13 | 52 | 1171 | 92.44
13 | 53 | 1133 | 81.03
13 | 54 | 686 | 64.08
13 | 55 | 1134 | 90.22
13 | 56 | 1085 | 88.28
13 | 57 | 782 | 83.25
13 | 58 | 822 | 96.69
13 | 59 | 1015 | 78.04
13 | 60 | 1006 | 80.92
13 | 61 | 940 | 97.8
13 | 62 | 1014 | 85.43
13 | 63 | 760 | 73.85
13 | 64 | 625 | 87.92
13 | 65 | 1068 | 62.66
13 | 66 | 814 | 63.02
13 | 67 | 1145 | 76.93
13 | 68 | 662 | 66.43
13 | 69 | 1068 | 72.46
13 | 70 | 803 | 86.74
13 | 71 | 1046 | 79.83
13 | 72 | 1138 | 64.32
13 | 73 | 930 | 96.67
13 | 74 | 991 | 98.97
13 | 75 | 1015 | 79.71
13 | 76 | 707 | 79.85
13 | 77 | 993 | 67.76
13 | 78 | 907 | 68.12
13 | 79 | 692 | 80.08
13 | 80 | 1153 | 88.75
13 | 81 | 619 | 97.17
13 | 82 | 1070 | 66.11
13 | 83 | 775 | 92.75
13 | 84 | 610 | 98.4
13 | 85 | 1134 | 89.71
13 | 86 | 1049 | 96.87
13 | 87 | 962 | 65.91
13 | 88 | 717 | 95.16
13 | 89 | 771 | 77.14
13 | 90 | 863 | 75.29
13 | 91 | 901 | 97.51
13 | 92 | 688 | 84.07
13 | 93 | 839 | 96.95
13 | 94 | 893 | 87.35
13 | 95 | 820 | 81.4
13 | 96 | 651 | 79.65
13 | 97 | 743 | 84.88
13 | 98 | 1016 | 99.26
13 | 99 | 625 | 79.46
13 | 100 | 812 | 91.57
13 | 101 | 1062 | 67.8
13 | 102 | 646 | 67.27
13 | 103 | 1135 | 94.03
13 | 104 | 622 | 61.09
13 | 105 | 789 | 98.14
13 | 106 | 954 | 89.68
13 | 107 | 999 | 92.77
13 | 108 | 669 | 61.95
13 | 109 | 1026 | 62.04
13 | 110 | 1011 | 78.66
13 | 111 | 785 | 72.07
13 | 112 | 1034 | 83.91
13 | 113 | 770 | 80.26
13 | 114 | 1068 | 91.74
13 | 115 | 925 | 75.25
13 | 116 | 813 | 87.26
13 | 117 | 628 | 64.39
13 | 118 | 895 | 71.94
13 | 119 | 766 | 88.24
13 | 120 | 973 | 73.79
13 | 121 | 840 | 90.28
13 | 122 | 1198 | 99.63
13 | 123 | 938 | 98.19
13 | 124 | 729 | 62.38
13 | 125 | 647 | 86.72
13 | 126 | 712 | 81.19
13 | 127 | 843 | 79.29
13 | 128 | 907 | 86.95
13 | 129 | 1129 | 69.06
13 | 130 | 863 | 86.21
13 | 131 | 1072 | 65.46
13 | 132 | 861 | 89.59
13 | 133 | 671 | 96.18
13 | 134 | 1185 | 99.02
13 | 135 | 916 | 60.82
13 | 136 | 891 | 63.98
13 | 137 | 1045 | 93.53
13 | 138 | 857 | 90.13
13 | 139 | 756 | 86.57
13 | 140 | 770 | 91.72
13 | 141 | 1117 | 65.96
13 | 142 | 1060 | 79.22
13 | 143 | 861 | 87.12
13 | 144 | 945 | 88.79
13 | 145 | 1126 | 60.92
13 | 146 | 645 | 93.7
13 | 147 | 1092 | 78.05
13 | 148 | 748 | 99.7
13 | 149 | 820 | 96.11
13 | 150 | 742 | 65.66
13 | 151 | 1070 | 95.35
13 | 152 | 1058 | 83.66
13 | 153 | 1086 | 95.22
13 | 154 | 800 | 74.73
13 | 155 | 603 | 77.84
13 | 156 | 709 | 90.24
13 | 157 | 931 | 81.08
13 | 158 | 756 | 95.49
13 | 159 | 1006 | 63.69
13 | 160 | 819 | 81.01
13 | 161 | 677 | 97.75
13 | 162 | 804 | 65.72
13 | 163 | 889 | 87.15
13 | 164 | 697 | 99.45
13 | 165 | 839 | 91.31
13 | 166 | 1150 | 95.04
13 | 167 | 708 | 83.05
13 | 168 | 874 | 62.82
13 | 169 | 684 | 73.85
13 | 170 | 719 | 63.62
13 | 171 | 1000 | 64.31
13 | 172 | 980 | 68.15
13 | 173 | 1135 | 85.64
13 | 174 | 612 | 76.75
13 | 175 | 664 | 71.68
13 | 176 | 1094 | 88.28
13 | 177 | 997 | 77.93
13 | 178 | 664 | 83.38
13 | 179 | 824 | 65.1
13 | 180 | 1141 | 84.72
13 | 181 | 680 | 61.85
13 | 182 | 1173 | 75.3
13 | 183 | 603 | 72.44
13 | 184 | 990 | 80.74
13 | 185 | 1046 | 68.62
13 | 186 | 754 | 98.77
13 | 187 | 839 | 94.27
13 | 188 | 760 | 61.15
13 | 189 | 980 | 82.05
13 | 190 | 686 | 71.26
13 | 191 | 954 | 82.08
13 | 192 | 613 | 94.39
13 | 193 | 1022 | 96.27
13 | 194 | 967 | 63.5
13 | 195 | 1159 | 82.55
13 | 196 | 1035 | 88.2
13 | 197 | 701 | 60.26
13 | 198 | 738 | 80.61
13 | 199 | 870 | 92.18
13 | 200 | 610 | 91.79
13 | 201 | 1035 | 94.79
13 | 202 | 1030 | 96.09
13 | 203 | 1186 | 93.84
13 | 204 | 923 | 85.43
13 | 205 | 688 | 88.97
13 | 206 | 925 | 78.3
13 | 207 | 817 | 71.23
13 | 208 | 675 | 72.8
13 | 209 | 838 | 79.74
13 | 210 | 783 | 81.78
13 | 211 | 1092 | 77.05
13 | 212 | 1153 | 91.72
13 | 213 | 1189 | 91.85
13 | 214 | 939 | 74.2
13 | 215 | 668 | 67.33
13 | 216 | 1195 | 85.77
13 | 217 | 890 | 84.84
13 | 218 | 715 | 74.59
13 | 219 | 1105 | 87.1
13 | 220 | 1038 | 72.34
13 | 221 | 687 | 79.57
13 | 222 | 775 | 69.75
13 | 223 | 1040 | 61.19
13 | 224 | 660 | 61.8
13 | 225 | 946 | 98.95
13 | 226 | 1188 | 93.04
13 | 227 | 988 | 69.73
13 | 228 | 959 | 88.1
13 | 229 | 1077 | 95.81
13 | 230 | 1029 | 73.45
13 | 231 | 988 | 88.77
13 | 232 | 989 | 62.79
13 | 233 | 867 | 75.33
13 | 234 | 1110 | 72.61
13 | 235 | 1087 | 74.48
13 | 236 | 1165 | 82.48
13 | 237 | 977 | 70.46
13 | 238 | 861 | 83.69
13 | 239 | 776 | 83.29
13 | 240 | 858 | 64.1
13 | 241 | 981 | 95.53
13 | 242 | 793 | 68.4
13 | 243 | 1068 | 90.46
13 | 244 | 788 | 72.55
13 | 245 | 957 | 87.05
13 | 246 | 1024 | 76.99
13 | 247 | 1021 | 95.96
13 | 248 | 1080 | 82.62
13 | 249 | 1051 | 99.63
14 | 0 | 1260 | 91.08
14 | 1 | 1287 | 69.5
14 | 2 | 805 | 99.35
14 | 3 | 924 | 61.45
14 | 4 | 1133 | 90.06
14 | 5 | 1259 | 85.08
14 | 6 | 1412 | 70.99
14 | 7 | 945 | 85.15
14 | 8 | 1284 | 89.59
14 | 9 | 1385 | 71.08
14 | 10 | 920 | 63.62
14 | 11 | 988 | 78.87
14 | 12 | 906 | 93.89
14 | 13 | 976 | 72.98
14 | 14 | 1357 | 88.71
14 | 15 | 725 | 86.38
14 | 16 | 1326 | 83.76
14 | 17 | 1208 | 73.7
14 | 18 | 1051 | 62.57
14 | 19 | 1250 | 86.14
14 | 20 | 1234 | 88.25
14 | 21 | 716 | 80.43
14 | 22 | 948 | 71.08
14 | 23 | 970 | 96.41
14 | 24 | 946 | 60.2
14 | 25 | 772 | 87.1
14 | 26 | 1135 | 93.59
14 | 27 | 1181 | 86.41
14 | 28 | 1389 | 94.77
14 | 29 | 1036 | 97.85
14 | 30 | 870 | 86.57
14 | 31 | 1340 | 63.72
14 | 32 | 1291 | 94.63
14 | 33 | 1377 | 89.95
14 | 34 | 1105 | 80.56
14 | 35 | 1030 | 73.2
14 | 36 | 1346 | 96.89
14 | 37 | 818 | 83.08
14 | 38 | 1270 | 63.49
14 | 39 | 1129 | 65.47
14 | 40 | 907 | 94.07
14 | 41 | 1412 | 87.55
14 | 42 | 1148 | 68.55
14 | 43 | 731 | 70.85
14 | 44 | 820 | 65.09
14 | 45 | 766 | 65.1
14 | 46 | 1334 | 96.8
14 | 47 | 811 | 89.39
14 | 48 | 1121 | 82.13
14 | 49 | 966 | 73.94
14 | 50 | 948 | 82.84
14 | 51 | 1077 | 98.47
14 | 52 | 747 | 95.49
14 | 53 | 893 | 83.28
14 | 54 | 906 | 95.64
14 | 55 | 1303 | 66.49
14 | 56 | 1413 | 80.58
14 | 57 | 737 | 93.18
14 | 58 | 931 | 77.82
14 | 59 | 1402 | 84.37
14 | 60 | 1077 | 60.31
14 | 61 | 932 | 61.67
14 | 62 | 990 | 62.64
14 | 63 | 788 | 86.46
14 | 64 | 1320 | 90.62
14 | 65 | 1311 | 84.04
14 | 66 | 717 | 91.77
14 | 67 | 1080 | 87.91
14 | 68 | 1051 | 98.24
14 | 69 | 1224 | 87.87
14 | 70 | 1409 | 65.51
14 | 71 | 1097 | 97.84
14 | 72 | 1382 | 87.07
14 | 73 | 1056 | 82.92
14 | 74 | 1357 | 93.07
14 | 75 | 1108 | 76.01
14 | 76 | 1312 | 83.23
14 | 77 | 1205 | 96.04
14 | 78 | 1345 | 91.97
14 | 79 | 1277 | 85.02
14 | 80 | 1060 | 68.73
14 | 81 | 1415 | 89.35
14 | 82 | 1294 | 93.9
14 | 83 | 1397 | 71.18
14 | 84 | 727 | 99.79
14 | 85 | 1107 | 83.53
14 | 86 | 1020 | 68.49
14 | 87 | 1292 | 84.08
14 | 88 | 989 | 98.26
14 | 89 | 944 | 68.62
14 | 90 | 1015 | 76.88
14 | 91 | 1311 | 98.16
14 | 92 | 854 | 83.24
14 | 93 | 828 | 80.7
14 | 94 | 1327 | 93.94
14 | 95 | 890 | 89.48
14 | 96 | 940 | 74.81
14 | 97 | 732 | 96.15
14 | 98 | 1210 | 90.79
14 | 99 | 1070 | 86.17
14 | 100 | 1246 | 73.06
14 | 101 | 975 | 63.42
14 | 102 | 853 | 68.7
14 | 103 | 1306 | 73.7
14 | 104 | 1241 | 72.71
14 | 105 | 1022 | 98.06
14 | 106 | 1409 | 80.83
14 | 107 | 961 | 93.91
14 | 108 | 1265 | 97.69
14 | 109 | 1094 | 87.84
14 | 110 | 1090 | 70.08
14 | 111 | 1403 | 71.76
14 | 112 | 982 | 89.43
14 | 113 | 954 | 92.51
14 | 114 | 1328 | 69.4
14 | 115 | 1342 | 74.17
14 | 116 | 840 | 79.1
14 | 117 | 731 | 96.95
14 | 118 | 755 | 74.92
14 | 119 | 759 | 92.74
14 | 120 | 720 | 96.28
14 | 121 | 886 | 86.3
14 | 122 | 1375 | 73.16
14 | 123 | 1395 | 85.22
14 | 124 | 999 | 75.25
14 | 125 | 1153 | 98.37
14 | 126 | 955 | 79.96
14 | 127 | 851 | 70.27
14 | 128 | 1128 | 94.83
14 | 129 | 763 | 71.28
14 | 130 | 1019 | 72
14 | 131 | 1002 | 65.93
14 | 132 | 1241 | 68.97
14 | 133 | 867 | 63.03
14 | 134 | 1236 | 80.98
14 | 135 | 1290 | 74.07
14 | 136 | 1015 | 92.66
14 | 137 | 1347 | 95.19
14 | 138 | 1379 | 75.96
14 | 139 | 827 | 61.74
14 | 140 | 1286 | 81.29
14 | 141 | 867 | 64.19
14 | 142 | 1203 | 61.33
14 | 143 | 709 | 94.56
14 | 144 | 732 | 81.47
14 | 145 | 1066 | 71.27
14 | 146 | 1336 | 65.6
14 | 147 | 1049 | 78.4
14 | 148 | 761 | 77.65
14 | 149 | 1157 | 66.39
14 | 150 | 1170 | 70.7
14 | 151 | 1219 | 82.51
14 | 152 | 884 | 70.92
14 | 153 | 745 | 81.32
14 | 154 | 857 | 71.85
14 | 155 | 940 | 70.57
14 | 156 | 1414 | 65.3
14 | 157 | 836 | 63.75
14 | 158 | 772 | 84.9
14 | 159 | 1115 | 95.87
14 | 160 | 1121 | 81.59
14 | 161 | 1210 | 96.78
14 | 162 | 1171 | 70.93
14 | 163 | 774 | 62.36
14 | 164 | 839 | 69.98
14 | 165 | 983 | 77.34
14 | 166 | 929 | 67.39
14 | 167 | 1296 | 95.73
14 | 168 | 1232 | 90.07
14 | 169 | 810 | 92.12
14 | 170 | 1391 | 60.23
14 | 171 | 1142 | 86.7
14 | 172 | 1058 | 90.41
14 | 173 | 814 | 90.92
14 | 174 | 838 | 63.51
14 | 175 | 1108 | 63.43
14 | 176 | 1052 | 89.81
14 | 177 | 1077 | 95.4
14 | 178 | 1119 | 90.93
14 | 179 | 740 | 80.75
14 | 180 | 850 | 98.64
14 | 181 | 715 | 94.77
14 | 182 | 1075 | 87.85
14 | 183 | 751 | 80.95
14 | 184 | 948 | 80.67
14 | 185 | 1214 | 90.28
14 | 186 | 803 | 83.04
14 | 187 | 1175 | 84.23
14 | 188 | 870 | 84.79
14 | 189 | 821 | 97.07
14 | 190 | 922 | 95.97
14 | 191 | 1230 | 66.48
14 | 192 | 1196 | 90.74
14 | 193 | 1172 | 94.09
14 | 194 | 749 | 98.79
14 | 195 | 1080 | 97.79
14 | 196 | 915 | 74.15
14 | 197 | 829 | 92.35
14 | 198 | 814 | 60.9
14 | 199 | 1310 | 67.34
14 | 200 | 858 | 63.48
14 | 201 | 766 | 66.52
14 | 202 | 890 | 80.05
14 | 203 | 1315 | 88.42
14 | 204 | 1035 | 95.25
14 | 205 | 947 | 66.52
14 | 206 | 1162 | 65.35
14 | 207 | 925 | 62.14
14 | 208 | 1229 | 93.65
14 | 209 | 1011 | 73.47
14 | 210 | 748 | 65.54
14 | 211 | 885 | 78.93
14 | 212 | 710 | 86.92
14 | 213 | 868 | 88.13
14 | 214 | 865 | 90.47
14 | 215 | 1084 | 74.33
14 | 216 | 1169 | 65.13
14 | 217 | 911 | 60.5
14 | 218 | 1247 | 73.74
14 | 219 | 918 | 68.53
14 | 220 | 797 | 62.76
14 | 221 | 927 | 65.21
14 | 222 | 1143 | 71.78
14 | 223 | 1359 | 89.06
14 | 224 | 783 | 74.13
14 | 225 | 1239 | 80.52
14 | 226 | 953 | 87.11
14 | 227 | 1412 | 61.54
14 | 228 | 1167 | 61.29
14 | 229 | 1393 | 77.37
14 | 230 | 854 | 83.19
14 | 231 | 890 | 75.56
14 | 232 | 1354 | 70.81
14 | 233 | 767 | 70.18
14 | 234 | 779 | 63.58
14 | 235 | 881 | 91.33
14 | 236 | 1391 | 60.01
14 | 237 | 753 | 82.65
14 | 238 | 1068 | 79.85
14 | 239 | 981 | 66.8
14 | 240 | 870 | 82.84
14 | 241 | 716 | 79.48
14 | 242 | 912 | 70.94
14 | 243 | 747 | 96.36
14 | 244 | 1034 | 81.68
14 | 245 | 809 | 88.61
14 | 246 | 764 | 80.55
14 | 247 | 1016 | 98.75
14 | 248 | 1245 | 74
14 | 249 | 1342 | 69.29
15 | 0 | 671 | 90
15 | 1 | 386 | 75.55
15 | 2 | 468 | 91.09
15 | 3 | 716 | 87.22
15 | 4 | 574 | 80.54
15 | 5 | 393 | 61.04
15 | 6 | 683 | 61.23
15 | 7 | 389 | 81.02
15 | 8 | 543 | 82.22
15 | 9 | 611 | 79.83
15 | 10 | 569 | 90.67
15 | 11 | 480 | 63.11
15 | 12 | 736 | 75.53
15 | 13 | 610 | 81.21
15 | 14 | 571 | 83.26
15 | 15 | 403 | 73.26
15 | 16 | 695 | 87.77
15 | 17 | 405 | 87.01
15 | 18 | 486 | 73.07
15 | 19 | 747 | 74.65
15 | 20 | 716 | 67.6
15 | 21 | 502 | 74.52
15 | 22 | 652 | 64.33
15 | 23 | 476 | 89.74
15 | 24 | 685 | 89.5
15 | 25 | 528 | 97.04
15 | 26 | 513 | 99.19
15 | 27 | 472 | 97.46
15 | 28 | 407 | 93.83
15 | 29 | 534 | 61.27
15 | 30 | 539 | 66
15 | 31 | 484 | 73.24
15 | 32 | 525 | 68.96
15 | 33 | 407 | 74.51
15 | 34 | 599 | 99.72
15 | 35 | 578 | 89.84
15 | 36 | 436 | 88.52
15 | 37 | 567 | 63.85
15 | 38 | 419 | 70.58
15 | 39 | 445 | 89.91
15 | 40 | 498 | 89.93
15 | 41 | 746 | 95.64
15 | 42 | 576 | 88.71
15 | 43 | 530 | 69.61
15 | 44 | 407 | 79.57
15 | 45 | 481 | 85.38
15 | 46 | 625 | 89.32
15 | 47 | 565 | 98.56
15 | 48 | 656 | 95.45
15 | 49 | 496 | 66.62
15 | 50 | 566 | 87.2
15 | 51 | 664 | 82.01
15 | 52 | 381 | 70.06
15 | 53 | 541 | 82.01
15 | 54 | 644 | 78.64
15 | 55 | 409 | 89.52
15 | 56 | 637 | 74.04
15 | 57 | 673 | 70.41
15 | 58 | 748 | 65.45
15 | 59 | 384 | 68.05
15 | 60 | 520 | 85.57
15 | 61 | 392 | 91.05
15 | 62 | 489 | 77.84
15 | 63 | 451 | 67.42
15 | 64 | 654 | 60.92
15 | 65 | 524 | 89.1
15 | 66 | 595 | 61.8
15 | 67 | 416 | 92.99
15 | 68 | 738 | 78.25
15 | 69 | 540 | 86.67
15 | 70 | 441 | 71.27
15 | 71 | 589 | 82.63
15 | 72 | 391 | 89.99
15 | 73 | 657 | 98.64
15 | 74 | 678 | 86.66
15 | 75 | 446 | 84.32
15 | 76 | 735 | 68.15
15 | 77 | 671 | 65.56
15 | 78 | 647 | 88.63
15 | 79 | 393 | 85.78
15 | 80 | 684 | 62.41
15 | 81 | 630 | 63.25
15 | 82 | 436 | 69.73
15 | 83 | 519 | 78.93
15 | 84 | 486 | 72.94
15 | 85 | 521 | 74.27
15 | 86 | 461 | 66.26
15 | 87 | 431 | 69.9
15 | 88 | 724 | 67.42
15 | 89 | 567 | 86.31
15 | 90 | 578 | 78.9
15 | 91 | 704 | 68.86
15 | 92 | 642 | 66.41
15 | 93 | 690 | 60.45
15 | 94 | 662 | 83.11
15 | 95 | 736 | 94.69
15 | 96 | 379 | 61.41
15 | 97 | 467 | 64.91
15 | 98 | 632 | 88.91
15 | 99 | 558 | 65.26
15 | 100 | 727 | 96.91
15 | 101 | 530 | 79.94
15 | 102 | 579 | 74.34
15 | 103 | 622 | 77.54
15 | 104 | 698 | 60.75
15 | 105 | 497 | 85.02
15 | 106 | 634 | 68.33
15 | 107 | 570 | 90.04
15 | 108 | 402 | 66.14
15 | 109 | 745 | 81.78
15 | 110 | 597 | 96.01
15 | 111 | 648 | 85.74
15 | 112 | 383 | 94.44
15 | 113 | 510 | 84.33
15 | 114 | 671 | 82.8
15 | 115 | 420 | 94.82
15 | 116 | 430 | 79.47
15 | 117 | 717 | 63.14
15 | 118 | 492 | 64.14
15 | 119 | 711 | 74.44
15 | 120 | 553 | 92.1
15 | 121 | 711 | 79.76
15 | 122 | 429 | 83.12
15 | 123 | 590 | 96.54
15 | 124 | 427 | 88.16
15 | 125 | 634 | 76.21
15 | 126 | 735 | 61.31
15 | 127 | 616 | 64.93
15 | 128 | 439 | 93.25
15 | 129 | 478 | 66.78
15 | 130 | 705 | 96.26
15 | 131 | 575 | 69.46
15 | 132 | 602 | 74.63
15 | 133 | 520 | 99.1
15 | 134 | 606 | 74.22
15 | 135 | 715 | 87.65
15 | 136 | 564 | 93.66
15 | 137 | 460 | 67.39
15 | 138 | 641 | 67.75
15 | 139 | 452 | 62.98
15 | 140 | 489 | 81.26
15 | 141 | 613 | 72.78
15 | 142 | 599 | 75.34
15 | 143 | 600 | 64.69
15 | 144 | 648 | 94.43
15 | 145 | 472 | 93.97
15 | 146 | 693 | 93.49
15 | 147 | 734 | 64.77
15 | 148 | 639 | 73.76
15 | 149 | 644 | 96.04
15 | 150 | 416 | 92.09
15 | 151 | 521 | 96.04
15 | 152 | 735 | 89.69
15 | 153 | 495 | 85.94
15 | 154 | 426 | 69.51
15 | 155 | 386 | 98.85
15 | 156 | 517 | 79.64
15 | 157 | 579 | 60.57
15 | 158 | 423 | 76.72
15 | 159 | 481 | 64.3
15 | 160 | 474 | 98.66
15 | 161 | 627 | 86.22
15 | 162 | 692 | 77.88
15 | 163 | 682 | 98.12
15 | 164 | 461 | 92.82
15 | 165 | 402 | 98.17
15 | 166 | 437 | 80.24
15 | 167 | 553 | 82.37
15 | 168 | 551 | 77.9
15 | 169 | 455 | 94.68
15 | 170 | 684 | 76.89
15 | 171 | 602 | 60.73
15 | 172 | 483 | 84.89
15 | 173 | 640 | 62.07
15 | 174 | 534 | 83.54
15 | 175 | 649 | 78.53
15 | 176 | 540 | 79.42
15 | 177 | 723 | 85.41
15 | 178 | 425 | 74.05
15 | 179 | 646 | 90.08
15 | 180 | 418 | 74.09
15 | 181 | 626 | 74.49
15 | 182 | 711 | 89.27
15 | 183 | 653 | 63.58
15 | 184 | 698 | 70.55
15 | 185 | 660 | 85
15 | 186 | 415 | 90.03
15 | 187 | 616 | 87.73
15 | 188 | 542 | 92.5
15 | 189 | 669 | 62.37
15 | 190 | 496 | 87.39
15 | 191 | 639 | 74.53
15 | 192 | 599 | 81.28
15 | 193 | 613 | 98.76
15 | 194 | 713 | 71.79
15 | 195 | 483 | 78.96
15 | 196 | 672 | 62.46
15 | 197 | 480 | 93.36
15 | 198 | 392 | 78
15 | 199 | 723 | 79.3
15 | 200 | 560 | 74.9
15 | 201 | 415 | 82
15 | 202 | 547 | 83.32
15 | 203 | 381 | 80.3
15 | 204 | 379 | 82.89
15 | 205 | 447 | 94.11
15 | 206 | 408 | 64.52
15 | 207 | 380 | 97.09
15 | 208 | 589 | 67.67
15 | 209 | 610 | 83.32
15 | 210 | 452 | 72.11
15 | 211 | 670 | 68.78
15 | 212 | 468 | 76.24
15 | 213 | 609 | 62.82
15 | 214 | 658 | 60.61
15 | 215 | 622 | 78.78
15 | 216 | 562 | 73.34
15 | 217 | 513 | 96.97
15 | 218 | 426 | 79.83
15 | 219 | 516 | 62.26
15 | 220 | 652 | 77.01
15 | 221 | 605 | 98.22
15 | 222 | 585 | 84.05
15 | 223 | 697 | 62.11
15 | 224 | 418 | 98.26
15 | 225 | 463 | 91.33
15 | 226 | 727 | 95.25
15 | 227 | 453 | 90.44
